ID,Age,Income,Education,Marital_Status,Total_Spending,Total_Children,Total_Purchases,Total_Campaigns_Accepted,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN
10602,41,39922.0,Graduation,Married,156,1,7,0,0,1,0
1446,68,86424.0,Master,Single,1226,0,27,0,1,0,0
3270,46,17117.0,2n Cycle,Together,128,1,7,0,0,1,0
8443,52,24762.0,Graduation,Single,86,1,6,2,0,1,0
9653,49,35797.0,Graduation,Married,68,1,5,0,0,1,0
8916,49,36627.0,Graduation,Divorced,16,2,3,0,0,1,0
8017,43,51111.0,2n Cycle,Married,55,2,5,0,0,1,0
5830,52,86857.0,PhD,Single,2114,0,21,1,1,0,0
4597,54,82072.0,PhD,Together,2018,0,18,0,1,0,0
7023,71,46231.0,PhD,Single,263,3,11,0,0,1,0
8086,65,42243.0,Graduation,Married,55,2,5,0,0,1,0
8825,62,51195.0,Graduation,Together,564,2,16,0,0,1,0
2930,46,68092.0,Master,Single,1281,0,18,0,1,0,0
1928,51,31814.0,Graduation,Married,83,1,5,1,0,1,0
7108,59,51390.0,Master,Widow,353,2,12,0,0,1,0
10925,41,76630.0,Graduation,Married,1003,0,24,0,1,0,0
9960,33,26868.0,Basic,Single,14,1,3,0,0,1,0
8800,81,48948.0,PhD,Divorced,902,0,22,2,1,0,0
9224,52,55260.0,PhD,Single,1139,1,23,0,1,0,0
5519,68,64090.0,Graduation,Together,797,1,19,1,1,0,0
5046,66,78331.0,Graduation,Divorced,1638,1,23,0,1,0,0
7037,50,37087.0,PhD,Married,401,1,14,0,0,1,0
905,38,21846.0,Graduation,Divorced,84,1,7,0,0,1,0
8624,66,81320.0,Graduation,Married,928,0,17,0,1,0,0
8945,54,54137.0,Graduation,Divorced,203,1,9,0,0,1,0
6445,57,66825.0,Graduation,Together,858,0,15,0,1,0,0
2727,51,57100.0,Graduation,Together,409,0,12,0,1,0,0
6404,55,58917.0,Graduation,Together,282,3,11,0,0,1,0
11074,47,85072.0,Graduation,Single,1423,0,17,0,1,0,0
10150,63,86429.0,Graduation,Single,1449,0,18,2,1,0,0
1968,53,45684.0,Graduation,Widow,28,1,3,0,0,1,0
6534,50,47889.0,Graduation,Together,67,1,5,0,0,1,0
9485,38,45921.0,PhD,Married,199,0,9,0,0,1,0
7053,58,78420.0,PhD,Single,1453,0,21,0,1,0,0
4654,32,75114.0,Graduation,Together,1253,0,18,0,1,0,0
9760,61,52278.0,PhD,Widow,1198,1,25,1,1,0,0
1048,52,35641.0,Master,Married,178,1,8,1,0,1,0
9308,70,62820.0,Graduation,Married,976,0,13,0,1,0,0
10505,64,73113.0,Master,Together,1001,0,14,0,1,0,0
8362,42,84169.0,PhD,Married,1919,0,19,3,1,0,0
2625,70,42607.0,2n Cycle,Single,350,1,12,0,0,0,0
4637,70,74637.0,PhD,Single,1650,0,24,1,1,0,0
9972,69,46015.0,PhD,Together,46,2,4,2,0,1,0
4483,31,72354.0,Graduation,Single,1228,0,18,0,1,0,0
4487,55,39858.0,Master,Single,95,1,6,1,0,1,0
4988,76,34469.0,PhD,Married,62,2,6,0,0,1,0
8931,38,83033.0,Graduation,Together,1761,1,25,1,1,0,0
5871,45,24401.0,Master,Together,467,0,13,0,0,1,0
2008,46,77583.0,Graduation,Married,1149,0,18,1,1,0,0
3139,42,74116.0,2n Cycle,Single,2052,0,18,1,1,0,0
10037,31,74293.0,Graduation,Single,1127,0,15,0,1,0,0
10673,48,68397.0,PhD,Married,1416,1,20,0,1,0,0
5303,50,79632.0,PhD,Together,1113,0,19,0,1,0,0
538,35,46107.0,Graduation,Single,125,1,6,0,0,1,0
7922,73,64950.0,PhD,Single,966,1,23,1,1,0,0
5692,35,25443.0,Basic,Married,32,1,4,0,0,1,0
4843,72,75127.0,Graduation,Single,833,0,18,0,1,0,0
6383,53,32892.0,PhD,Together,46,1,6,0,0,1,0
1628,53,71796.0,Graduation,Together,960,0,16,0,1,0,0
1204,54,67536.0,PhD,Married,1829,1,27,1,1,0,0
3673,53,55239.0,Graduation,Single,779,1,23,0,1,0,0
760,49,60554.0,PhD,Divorced,811,1,21,0,1,0,0
8957,72,64831.0,2n Cycle,Single,1120,2,14,0,1,0,0
4128,62,56067.0,PhD,Together,725,1,18,0,1,0,0
6810,41,82025.0,Graduation,Divorced,1187,0,11,2,1,0,0
5386,71,94384.0,Graduation,Together,2302,0,18,4,1,0,0
8700,38,14906.0,Basic,Single,66,0,6,0,0,1,0
3202,37,51563.0,PhD,Married,1250,0,18,2,1,0,0
1328,42,57937.0,2n Cycle,Married,683,1,17,0,1,0,0
8405,45,68274.0,Graduation,Divorced,305,2,11,0,0,1,0
6515,47,39771.0,Graduation,Together,50,1,5,0,0,1,0
2882,49,67893.0,2n Cycle,Divorced,995,1,14,0,1,0,0
7574,45,27922.0,PhD,Together,41,1,5,0,0,1,0
6387,48,52190.0,PhD,Together,77,2,6,1,0,1,0
5320,51,44051.0,Master,Divorced,171,2,8,1,0,1,0
5048,53,42767.0,PhD,Single,131,2,6,0,0,1,0
8146,48,46106.0,Master,Together,54,2,4,0,0,1,0
10031,48,16927.0,PhD,Married,53,2,7,0,0,1,0
5748,59,59754.0,Graduation,Married,475,1,13,1,1,0,0
2134,72,53700.0,Graduation,Single,694,1,18,0,1,0,0
1523,51,59041.0,Graduation,Married,96,2,6,0,0,1,0
9665,67,54237.0,PhD,Divorced,361,1,12,0,0,1,0
4640,57,70647.0,Graduation,Divorced,1079,1,24,0,1,0,0
3635,62,52597.0,PhD,Single,578,1,17,0,1,1,0
3547,55,41021.0,Master,Together,64,1,5,1,0,1,0
2456,49,40233.0,PhD,Married,149,1,8,0,0,1,0
5633,44,50183.0,Graduation,Married,231,2,10,0,0,1,0
7801,65,54753.0,Graduation,Together,728,1,18,0,1,0,0
10489,51,92955.0,Graduation,Married,1778,0,22,3,1,0,0
7011,51,33471.0,Graduation,Married,93,1,7,0,0,1,0
2620,50,34596.0,PhD,Married,23,1,3,1,0,1,0
3933,44,44010.0,Graduation,Together,662,1,18,0,0,1,0
10981,36,84219.0,Graduation,Married,1198,0,17,0,1,0,0
1734,56,40706.0,PhD,Together,81,3,7,0,0,1,0
10995,36,15716.0,2n Cycle,Married,92,1,7,0,0,1,0
6357,65,59052.0,2n Cycle,Divorced,491,1,15,0,0,0,0
9209,53,80573.0,Master,Together,1564,0,23,0,1,0,0
10286,62,83715.0,Graduation,Married,926,0,23,0,1,0,0
2611,65,82576.0,Master,Together,1910,0,18,1,1,0,0
1600,59,56962.0,Master,Married,411,3,14,0,0,1,0
3308,72,35704.0,Graduation,Married,94,2,6,0,0,1,0
5407,70,53103.0,Graduation,Together,1085,1,23,1,1,0,0
2166,64,46779.0,2n Cycle,Widow,23,2,3,0,0,1,0
3955,59,4861.0,Graduation,Divorced,6,0,0,0,0,1,0
6634,45,33462.0,Master,Divorced,54,1,5,0,0,1,0
3056,46,63693.0,Graduation,Divorced,1150,1,26,0,1,0,0
5718,74,80763.0,Graduation,Married,1415,0,22,3,1,0,0
6872,50,65352.0,PhD,Married,405,1,14,0,0,1,0
8164,46,82170.0,PhD,Married,1908,0,18,0,1,0,0
4580,55,75759.0,Graduation,Married,2486,0,25,4,1,0,0
9305,48,79689.0,2n Cycle,Single,1315,0,26,0,1,0,0
453,68,35340.0,PhD,Widow,45,2,5,0,0,1,0
8545,70,85683.0,Graduation,Divorced,1789,0,16,5,1,0,0
9850,52,24884.0,2n Cycle,Married,19,1,3,0,0,1,0
7378,43,42021.0,Master,Together,573,1,17,1,0,1,0
7646,35,64449.0,Graduation,Single,805,1,20,0,1,0,0
1640,70,64587.0,Graduation,Divorced,108,2,6,0,0,1,0
5184,29,34824.0,Graduation,Single,23,0,3,0,0,1,0
8492,46,75437.0,Graduation,Together,1493,0,22,1,1,0,0
11188,67,26091.0,Graduation,Together,89,2,6,0,0,1,0
1212,51,52845.0,Graduation,Married,936,1,22,1,1,0,0
9097,68,46086.0,Graduation,Divorced,343,1,12,0,0,0,0
10473,68,78028.0,PhD,Widow,528,1,19,3,1,0,0
9984,43,56337.0,2n Cycle,Married,724,2,17,3,0,0,0
5527,37,22434.0,Graduation,Together,58,1,5,0,0,1,0
6374,70,36930.0,PhD,Married,297,1,11,0,0,0,0
7453,70,36130.0,Graduation,Single,488,1,15,2,1,1,0
8952,71,65569.0,Master,Married,859,1,21,0,1,0,0
241,72,83844.0,Graduation,Together,1574,0,19,1,1,0,0
8975,56,19514.0,Graduation,Married,69,2,6,1,0,1,0
6119,61,36736.0,PhD,Single,17,2,3,0,0,1,0
5236,45,77568.0,Graduation,Together,2194,1,20,3,1,0,0
5723,48,49187.0,PhD,Together,116,1,7,0,0,1,0
1710,46,30168.0,Graduation,Single,279,1,11,0,0,1,0
1970,56,34053.0,Master,Together,103,1,6,0,0,1,0
5313,53,38196.0,Master,Married,44,2,6,0,0,1,0
10634,73,59412.0,Master,Married,406,0,14,0,1,0,0
7010,59,70924.0,2n Cycle,Married,1363,0,19,1,1,0,0
8562,55,54165.0,Graduation,Together,236,0,10,0,0,0,0
3158,51,32300.0,Graduation,Married,39,1,4,0,0,1,0
4436,48,20180.0,Graduation,Single,137,0,7,0,0,1,0
5287,51,34961.0,Graduation,Married,79,1,7,0,0,1,0
2445,50,28440.0,PhD,Together,63,1,5,0,0,1,0
6059,71,64504.0,PhD,Together,1314,3,18,1,1,1,0
4550,58,33564.0,Master,Together,71,1,5,0,0,1,0
4240,46,17345.0,Graduation,Married,58,1,5,0,0,1,0
8911,57,56320.0,PhD,Married,702,1,18,0,1,0,0
3706,46,28647.0,Graduation,Single,94,1,6,2,0,1,0
3628,37,15038.0,Basic,Single,80,1,5,0,0,1,0
10175,66,32173.0,PhD,Divorced,22,1,4,0,0,0,0
8985,60,68316.0,2n Cycle,Together,1211,1,27,0,1,0,0
5204,53,74538.0,Graduation,Together,1461,0,21,2,1,0,0
9220,53,91700.0,Graduation,Single,1968,0,19,1,1,0,0
9888,55,68695.0,Graduation,Together,1091,0,15,0,1,0,0
5263,47,31056.0,2n Cycle,Married,55,1,4,0,0,1,0
1020,51,79593.0,Graduation,Married,1366,0,18,1,1,0,0
9503,44,28071.0,Graduation,Single,313,0,11,0,0,1,0
10613,66,37334.0,PhD,Together,62,2,7,0,0,1,0
67,52,46423.0,Master,Single,92,2,6,0,0,1,0
6019,53,37126.0,PhD,Married,72,1,5,2,0,1,0
5863,71,47703.0,Graduation,Married,655,1,17,0,1,0,0
3717,65,61180.0,Graduation,Married,704,1,16,1,1,1,0
6730,70,38998.0,Graduation,Married,54,2,5,0,0,1,0
10749,33,8028.0,Graduation,Single,178,0,1,0,0,1,-1
4998,62,76081.0,Graduation,Together,1033,0,13,1,1,0,0
6287,38,34728.0,Graduation,Together,36,1,4,1,0,1,0
5985,59,33168.0,Master,Single,122,1,7,0,0,1,0
4754,58,33585.0,Master,Married,122,1,6,0,0,1,0
4002,64,77037.0,PhD,Married,1123,1,26,0,1,0,0
8870,40,35196.0,Graduation,Together,497,1,12,1,0,1,0
966,58,44529.0,Graduation,Married,691,1,19,1,1,1,0
4767,59,70924.0,2n Cycle,Married,1363,0,19,1,1,0,0
9725,58,28764.0,PhD,Together,12,2,3,1,0,1,0
4475,75,69098.0,PhD,Married,2440,0,24,0,1,0,0
5740,54,25959.0,2n Cycle,Divorced,56,2,5,1,0,1,0
5731,41,27100.0,Master,Married,37,1,4,0,0,1,0
7290,39,70596.0,Graduation,Single,968,0,20,0,1,0,0
3846,50,42557.0,Graduation,Married,270,1,11,0,0,1,0
8104,73,53312.0,PhD,Married,278,0,11,0,0,1,0
4507,72,72228.0,Graduation,Single,1250,0,21,0,1,0,0
11013,37,67605.0,Graduation,Together,938,0,16,0,1,0,0
4491,75,62845.0,Master,Married,1178,2,17,1,1,0,0
3759,66,65196.0,Graduation,Together,1155,2,24,1,1,0,0
1162,37,42000.0,PhD,Single,653,0,18,1,1,0,0
2055,51,35860.0,PhD,Divorced,49,2,4,1,0,1,0
10766,60,65526.0,PhD,Married,506,1,16,0,1,0,0
4415,63,16860.0,Graduation,Married,38,2,5,0,0,1,0
3005,32,83528.0,Graduation,Single,1650,0,22,3,1,0,0
2223,59,64176.0,2n Cycle,Divorced,1826,1,25,0,1,0,0
4817,68,22304.0,Graduation,Divorced,18,0,3,0,0,1,0
2875,46,67023.0,Graduation,Married,906,0,23,0,1,0,0
10536,53,32892.0,PhD,Together,46,1,6,0,0,1,0
11112,58,70713.0,Graduation,Together,1477,1,19,0,1,0,0
3807,69,59925.0,Graduation,Together,766,1,20,0,1,0,0
9197,71,39722.0,Graduation,Married,47,1,5,0,0,1,0
10832,66,46610.0,Graduation,Together,467,0,13,0,0,1,0
6421,63,88347.0,Graduation,Together,2116,0,20,1,1,0,0
4207,43,87171.0,PhD,Married,1298,0,24,2,1,0,0
577,48,26907.0,2n Cycle,Together,22,2,4,0,0,1,0
10855,56,50014.0,Master,Single,396,1,13,0,0,0,0
3081,46,41014.0,PhD,Married,20,1,3,0,0,1,0
3535,59,66294.0,Graduation,Single,967,0,12,0,1,0,0
247,53,36715.0,Graduation,Married,357,1,13,1,0,1,0
8707,68,79456.0,Graduation,Married,1401,0,15,1,1,0,0
9523,42,40479.0,Graduation,Together,15,1,3,0,0,1,0
6072,54,75345.0,Master,Single,2087,0,19,2,1,0,0
6295,47,54233.0,Graduation,Married,981,1,22,0,1,0,0
10914,54,24163.0,Graduation,Single,17,2,4,0,0,1,0
1509,66,84460.0,PhD,Together,523,0,22,5,1,0,0
5577,41,43776.0,Graduation,Together,23,1,3,0,0,1,0
7348,66,71691.0,PhD,Single,1192,0,16,1,1,0,0
1127,51,85844.0,PhD,Married,1958,0,19,1,1,0,0
1833,50,39190.0,PhD,Single,133,1,7,0,0,1,0
4944,65,71367.0,Graduation,Together,777,0,16,0,1,0,0
9080,52,38578.0,PhD,Single,73,2,6,0,0,1,0
6466,59,57236.0,PhD,Married,121,2,7,0,0,1,0
9964,45,61825.0,Graduation,Single,424,1,14,0,0,1,0
4790,66,79803.0,Graduation,Divorced,868,1,12,0,1,0,0
10245,38,80910.0,2n Cycle,Single,756,0,14,0,1,0,0
1109,42,27590.0,Master,Together,12,1,3,0,0,1,0
6001,45,56775.0,Graduation,Married,937,1,23,0,1,0,0
5538,49,83829.0,Graduation,Divorced,1862,0,17,4,1,0,0
10552,45,54210.0,2n Cycle,Married,367,1,12,0,0,0,0
1545,38,38508.0,Graduation,Married,443,1,14,0,0,1,0
7409,54,53187.0,Graduation,Together,267,1,11,0,0,0,0
4444,52,30023.0,Graduation,Married,61,1,5,0,0,1,0
146,64,76045.0,PhD,Single,1323,0,20,1,1,0,0
6271,72,50870.0,PhD,Married,63,1,5,0,0,1,0
10065,54,15315.0,2n Cycle,Married,64,0,6,0,0,1,0
4741,50,65463.0,2n Cycle,Married,562,1,17,1,1,0,0
246,59,66480.0,Graduation,Married,312,2,12,0,0,1,0
375,70,76773.0,Graduation,Divorced,1156,0,15,0,1,0,0
1524,41,81698.0,2n Cycle,Single,1104,0,15,2,1,0,0
10022,51,54466.0,PhD,Single,16,2,3,0,0,1,0
11010,40,16269.0,PhD,Single,44,1,6,0,0,1,0
4356,53,71819.0,Graduation,Together,1574,1,11,2,1,0,0
3885,41,33569.0,PhD,Married,63,1,4,2,0,1,0
1175,41,36262.0,Master,Married,426,0,11,2,0,1,0
880,58,22634.0,Basic,Together,96,0,5,0,0,1,0
2320,46,47025.0,2n Cycle,Married,635,1,18,0,0,0,0
850,56,70566.0,Graduation,Single,757,1,20,0,1,0,0
4713,45,31605.0,PhD,Married,125,1,7,0,0,1,0
675,51,52034.0,Master,Divorced,332,2,11,0,0,1,0
5025,45,48526.0,Graduation,Single,135,1,7,0,0,1,0
2308,70,46734.0,Graduation,Married,330,1,12,0,0,1,0
5995,62,39552.0,Graduation,Divorced,384,2,13,1,0,1,0
6749,58,86358.0,Graduation,Single,1722,2,14,0,1,0,0
1010,47,46931.0,Graduation,Together,78,3,5,0,0,1,0
8977,39,16581.0,Basic,Single,24,0,3,0,0,1,0
4756,72,63998.0,2n Cycle,Divorced,1168,0,24,1,1,0,0
3412,73,67381.0,Master,Married,957,1,13,1,1,0,0
606,57,25930.0,Graduation,Single,15,2,3,0,0,1,0
5961,46,42693.0,Graduation,Married,57,1,4,0,0,1,0
2975,48,85606.0,Graduation,Together,1956,1,22,1,1,0,0
2894,39,72903.0,Graduation,Single,2013,0,20,4,1,0,0
7613,50,49669.0,2n Cycle,Together,326,1,12,0,0,1,0
10542,56,36778.0,PhD,Married,77,2,6,0,0,1,0
8015,62,85696.0,PhD,Divorced,1313,0,19,1,1,0,0
10617,35,10979.0,Master,Divorced,30,0,6,0,0,1,0
11166,63,49678.0,Graduation,Married,315,1,12,0,0,1,0
849,71,56129.0,Master,Together,660,1,18,0,1,0,0
523,35,37155.0,Graduation,Married,74,1,6,0,0,1,0
4066,46,21282.0,2n Cycle,Divorced,46,1,5,0,0,1,0
8414,62,33419.0,PhD,Single,86,1,6,0,0,1,0
819,79,63285.0,Graduation,Widow,1103,0,24,0,1,0,0
4961,50,21255.0,Master,Together,61,1,7,0,0,1,0
749,43,42162.0,Graduation,Together,145,1,7,2,0,1,0
5430,68,54450.0,Graduation,Together,684,2,19,0,0,0,0
7755,70,57744.0,PhD,Married,411,1,14,0,0,0,0
10525,38,26576.0,Graduation,Single,27,1,3,2,0,1,0
1453,81,57513.0,PhD,Widow,1060,0,25,0,1,0,0
8310,60,68142.0,Graduation,Together,1459,1,21,0,1,0,0
10710,45,7500.0,Graduation,Married,18,1,3,0,0,1,0
5031,50,83145.0,Graduation,Together,1833,0,25,2,1,0,0
2613,64,54197.0,Master,Married,237,1,10,0,0,0,0
213,61,23091.0,PhD,Single,48,2,6,0,0,1,0
967,48,46049.0,Graduation,Married,515,2,16,1,0,1,0
1077,50,56715.0,Graduation,Together,1020,0,14,0,1,0,0
7959,63,79410.0,Graduation,Married,1370,0,10,0,1,0,0
640,73,57304.0,Graduation,Married,1026,1,23,0,1,0,0
4252,59,44375.0,Graduation,Married,301,1,11,0,0,1,0
8432,68,54450.0,Graduation,Together,684,2,19,0,0,0,0
6218,59,59594.0,Graduation,Married,499,1,16,1,0,0,0
6905,30,80685.0,Graduation,Together,1004,0,20,0,1,0,0
5922,50,40344.0,PhD,Married,218,1,10,0,0,1,0
3598,52,62710.0,Graduation,Married,606,1,18,0,1,0,0
6116,56,48985.0,2n Cycle,Married,75,1,5,0,0,0,0
6263,56,35322.0,Graduation,Together,106,3,6,0,0,1,0
10486,76,77142.0,Graduation,Married,990,0,16,0,1,0,0
2410,55,81657.0,Graduation,Single,1097,0,15,0,1,0,0
193,28,14421.0,Basic,Married,16,0,3,1,0,1,0
3363,50,20130.0,2n Cycle,Married,34,0,4,0,0,1,0
8278,34,74214.0,PhD,Married,1711,0,15,0,1,0,0
10660,67,66726.0,Master,Married,438,2,14,1,0,1,0
8686,45,23724.0,Basic,Together,75,1,5,0,0,1,0
1604,64,47353.0,Master,Married,225,1,10,0,0,1,0
5907,72,33444.0,Master,Married,18,2,3,0,0,1,0
10669,43,54386.0,Graduation,Married,470,1,15,0,0,0,0
2918,43,28510.0,Graduation,Divorced,91,2,6,0,0,1,0
5735,33,90638.0,Master,Single,2525,0,17,1,1,0,0
359,74,48070.0,Graduation,Together,504,1,16,0,0,1,0
8387,67,43140.0,Graduation,Married,235,1,10,0,0,1,0
1829,63,54959.0,PhD,Divorced,1232,1,18,2,1,0,0
3839,66,15056.0,Basic,Single,88,2,7,0,0,1,0
9392,53,26954.0,Graduation,Single,17,1,3,0,0,1,0
2292,39,22327.0,Graduation,Single,24,1,4,0,0,1,0
10466,59,44393.0,Graduation,Married,60,2,5,0,0,1,0
9855,72,62000.0,PhD,Single,1020,1,25,1,1,0,0
4088,62,31497.0,PhD,Together,155,1,8,0,0,1,0
5231,50,45894.0,2n Cycle,Married,51,2,4,0,0,1,0
590,54,78579.0,Master,Divorced,1812,0,15,1,1,0,0
8732,55,67369.0,Master,Widow,1461,1,21,3,1,0,0
2315,64,58401.0,Graduation,Divorced,96,1,5,0,0,1,0
3515,72,62307.0,Graduation,Single,160,1,8,0,0,1,0
2245,55,43641.0,Master,Married,139,2,7,0,0,1,0
6283,56,63841.0,Master,Divorced,908,1,21,0,1,0,0
2246,59,46891.0,2n Cycle,Married,183,1,7,0,0,1,0
6606,55,70091.0,Master,Married,1161,1,17,1,1,0,0
5545,52,78075.0,PhD,Married,988,0,13,0,1,0,0
7342,63,59184.0,2n Cycle,Widow,1072,1,24,0,1,0,0
837,47,54809.0,Graduation,Married,174,2,8,0,0,1,0
9500,65,58113.0,Graduation,Married,758,1,19,0,1,0,0
3602,66,51412.0,Master,Married,195,1,9,0,0,0,0
234,45,15287.0,Graduation,Divorced,31,1,4,2,0,1,0
2995,67,66636.0,Master,Together,1084,0,16,0,1,0,0
1118,68,50965.0,Master,Married,685,1,19,1,1,0,0
7789,59,84618.0,PhD,Married,1672,0,25,1,1,0,0
3068,34,18351.0,Graduation,Married,43,0,5,0,0,1,0
8955,67,40451.0,PhD,Together,49,2,4,1,0,1,0
945,59,36317.0,Graduation,Together,133,1,7,0,0,1,0
5644,67,42213.0,Graduation,Together,363,1,13,1,0,1,0
7192,69,65748.0,Graduation,Together,545,1,16,0,1,0,0
2324,52,77044.0,Graduation,Together,1065,1,29,1,1,0,0
697,55,74918.0,Graduation,Together,2047,0,20,1,1,0,0
3439,52,56721.0,Graduation,Married,296,2,10,0,0,1,0
1506,49,42160.0,Graduation,Single,140,2,7,1,0,1,0
232,59,61559.0,Graduation,Single,530,1,16,0,1,0,0
8876,61,33629.0,PhD,Together,152,2,8,0,0,1,0
4500,33,68682.0,PhD,Together,1598,0,23,0,1,0,0
9739,61,34377.0,Graduation,Single,114,1,6,0,0,1,0
10395,38,8940.0,Basic,Single,101,1,7,0,0,1,0
1176,51,26228.0,Graduation,Married,25,1,3,0,0,1,0
1627,67,77297.0,2n Cycle,Divorced,789,0,21,1,1,0,0
938,43,40211.0,Graduation,Married,87,2,5,1,0,1,0
2740,66,33438.0,PhD,Widow,90,2,7,0,0,1,0
257,65,75032.0,PhD,Married,1215,1,18,0,1,0,0
4058,69,61284.0,PhD,Single,811,0,21,1,1,0,0
7736,38,22518.0,Graduation,Married,61,1,5,2,0,1,0
8210,49,54730.0,Master,Married,405,1,13,0,0,1,0
833,69,38452.0,Master,Married,72,2,6,0,0,1,0
6230,53,44421.0,Graduation,Divorced,189,2,9,0,0,1,0
7325,38,38197.0,PhD,Together,40,1,4,0,0,1,0
1307,46,41986.0,Graduation,Divorced,63,1,7,0,0,1,0
1502,41,28427.0,Graduation,Together,52,1,5,0,0,1,0
6211,48,37395.0,PhD,Together,39,1,4,0,0,1,0
843,53,64722.0,Graduation,Married,805,1,21,0,1,0,0
4174,68,55249.0,Master,Together,130,1,7,0,0,1,0
9757,52,84906.0,Graduation,Together,1631,0,23,3,1,0,0
6918,35,28691.0,Graduation,Married,34,1,4,0,0,1,0
286,72,44213.0,Graduation,Single,152,2,8,0,0,1,0
11086,40,25707.0,Basic,Single,21,1,4,0,0,1,0
1921,57,59062.0,PhD,Married,71,3,5,0,0,1,0
4138,62,76624.0,Graduation,Single,899,1,22,1,1,0,0
7718,77,66000.0,Master,Together,711,0,9,0,1,0,0
1291,46,27683.0,PhD,Together,351,1,12,0,0,1,0
6862,53,1730.0,Graduation,Divorced,8,0,0,0,0,1,0
4136,32,7500.0,Basic,Single,119,1,7,0,0,1,0
803,56,40521.0,Graduation,Together,21,2,3,0,0,1,0
4298,51,20427.0,PhD,Together,10,1,3,0,0,1,0
10833,49,65106.0,Graduation,Married,973,1,24,1,1,0,0
9606,59,69969.0,PhD,Married,1536,0,12,3,1,0,0
8534,72,67433.0,Graduation,Married,992,2,24,1,1,0,0
5153,57,77766.0,PhD,Married,1529,1,32,2,1,0,0
961,52,74716.0,Graduation,Married,860,1,15,0,1,0,0
5011,61,68118.0,Graduation,Divorced,928,1,21,0,1,0,0
6653,54,55158.0,PhD,Married,418,2,14,1,0,1,0
9094,69,62972.0,2n Cycle,Married,587,1,14,1,1,1,0
810,49,74190.0,Graduation,Married,641,1,17,0,1,0,0
5493,48,39356.0,Graduation,Married,23,2,3,1,0,1,0
2147,55,76653.0,Graduation,Together,2279,0,22,2,1,0,0
5107,51,35860.0,PhD,Divorced,49,2,4,1,0,1,0
3979,41,90687.0,PhD,Divorced,1779,0,16,2,1,0,0
6049,42,73450.0,Master,Together,1804,0,26,2,1,0,0
8147,64,31454.0,Graduation,Married,48,2,5,0,0,1,0
1857,72,47139.0,Graduation,Single,83,2,5,1,0,1,0
3910,49,83829.0,Graduation,Divorced,1862,0,17,4,1,0,0
5207,61,53378.0,PhD,Married,793,2,19,1,0,1,0
11114,54,19656.0,Graduation,Together,84,1,6,0,0,1,0
5429,76,45579.0,PhD,Married,183,1,9,0,0,1,0
9400,66,85485.0,2n Cycle,Single,1383,0,18,0,1,0,0
1740,80,55956.0,Graduation,Married,999,0,14,1,1,0,0
7488,61,64191.0,Master,Single,825,1,21,0,1,0,0
195,52,38808.0,Graduation,Single,246,1,10,2,0,1,0
635,58,57183.0,Master,Married,610,2,17,0,0,1,0
7527,56,23748.0,Master,Divorced,76,1,6,0,0,1,0
10319,53,66303.0,Graduation,Married,1286,1,18,1,1,0,0
2296,49,37368.0,Master,Married,30,1,3,1,0,1,0
10637,60,40800.0,Graduation,Married,99,3,6,0,0,1,0
2931,46,71847.0,Graduation,Divorced,1192,0,22,1,1,0,0
907,49,46149.0,Graduation,Married,362,1,13,0,0,0,0
3698,41,78687.0,Graduation,Together,2130,0,18,2,1,0,0
9516,53,49118.0,2n Cycle,Divorced,1229,0,26,3,1,0,0
679,67,37633.0,PhD,Married,38,2,4,0,0,1,0
7384,73,39767.0,Master,Together,485,0,15,0,0,1,0
5043,73,26997.0,Basic,Married,434,0,11,0,0,1,0
5267,54,33986.0,Graduation,Divorced,44,1,4,0,0,1,0
339,52,57091.0,PhD,Married,496,1,16,2,1,0,0
2516,55,46831.0,2n Cycle,Married,78,2,5,0,0,1,0
9010,52,83151.0,Master,Married,2346,0,22,4,1,0,0
378,53,52531.0,Graduation,Married,794,0,19,0,1,0,0
4808,68,15759.0,Graduation,Married,17,0,3,0,0,1,0
5068,53,22804.0,Graduation,Single,26,1,4,0,0,1,0
7628,51,43050.0,2n Cycle,Married,76,1,6,0,0,1,0
7128,47,42997.0,PhD,Single,15,2,3,0,0,1,0
2811,61,48918.0,PhD,Single,62,2,5,0,0,1,0
3551,70,60033.0,Master,Together,198,1,8,0,0,0,0
1663,46,34043.0,PhD,Together,49,1,4,0,0,1,0
5543,58,57811.0,Graduation,Together,802,1,20,1,1,0,0
1577,78,78569.0,Graduation,Married,1736,0,14,2,1,0,0
10641,46,7500.0,Graduation,Single,57,2,6,0,0,1,0
6024,71,94384.0,Graduation,Together,2302,0,18,4,1,0,0
1878,39,23148.0,2n Cycle,Married,37,0,5,0,0,1,0
3099,54,44267.0,Graduation,Divorced,310,2,11,0,0,1,0
6055,45,71626.0,Graduation,Married,1305,0,18,1,1,0,0
5841,58,60894.0,Graduation,Together,832,1,21,0,1,0,0
3972,48,50200.0,Graduation,Together,401,2,13,0,0,1,0
4394,59,81051.0,PhD,Married,1501,0,22,2,1,0,0
5758,42,65169.0,Graduation,Married,1189,0,27,5,1,0,0
6658,52,59868.0,Graduation,Together,1194,1,25,0,1,0,0
4603,64,65695.0,PhD,Married,656,1,19,0,1,0,0
8427,68,64857.0,Master,Single,1540,0,22,0,1,0,0
10260,59,45143.0,Master,Together,311,1,12,0,0,0,0
7143,69,74805.0,2n Cycle,Together,820,1,21,0,1,0,0
